time_bucket,diff_bucket,sample_size,up_win_rate,down_win_rate,up_intercept,up_slope_price,up_slope_time,down_intercept,down_slope_price,down_slope_time
6-9m,"(20, 40]",20020,0.6322677322677323,0.36773226773226775,0.4841615025481044,0.004295672427769073,4.39600940158949e-05,0.5158384974518956,-0.004295672427769073,-4.39600940158949e-05
6-9m,"(-40, -20]",19988,0.389083450070042,0.610916549929958,0.6032173692376883,0.006640000380621588,-3.738451973406016e-05,0.3967826307623117,-0.006640000380621588,3.738451973406016e-05
6-9m,"(40, 60]",17877,0.7139341052749343,0.2860658947250657,0.9318194852876698,0.001215322313066292,-0.000617632221870478,0.06818051471233022,-0.001215322313066292,0.000617632221870478
6-9m,"(-60, -40]",16832,0.33495722433460073,0.6650427756653993,0.5204644780612796,0.003760085454117188,4.507833399691654e-06,0.4795355219387204,-0.003760085454117188,-4.507833399691654e-06
6-9m,"(-80, -60]",14778,0.2706726214643389,0.7293273785356611,0.5485791078520769,0.004874968306189383,0.00013809673686415898,0.45142089214792314,-0.004874968306189383,-0.00013809673686415898
6-9m,"(60, 80]",14362,0.7459963793343546,0.2540036206656454,0.42648673490219746,0.0057690051595328685,-0.00017764981926725234,0.5735132650978025,-0.0057690051595328685,0.00017764981926725234
6-9m,"(80, 100]",11994,0.8293313323328331,0.17066866766716693,0.8120861211589576,0.0015844860620135614,-0.00027555629107608266,0.18791387884104238,-0.0015844860620135614,0.00027555629107608266
6-9m,"(-100, -80]",11838,0.23939854705186686,0.7606014529481331,0.11501916899859799,-0.0002661238485608413,0.00022348038209119508,0.884980831001402,0.0002661238485608413,-0.00022348038209119508
6-9m,"(-120, -100]",10169,0.16176615203068148,0.8382338479693185,0.09927050360657161,0.002448415857628913,0.0007299530241752855,0.9007294963934284,-0.002448415857628913,-0.0007299530241752855
6-9m,"(100, 120]",9904,0.878331987075929,0.12166801292407103,1.2084384122940177,-0.0001018040878301321,-0.0007079700465468237,-0.20843841229401772,0.0001018040878301321,0.0007079700465468237
6-9m,"(120, 140]",8618,0.8605244836388953,0.13947551636110467,1.15144857963777,-0.0005008093571579749,-0.000505391170237438,-0.15144857963777003,0.0005008093571579749,0.000505391170237438
6-9m,"(-140, -120]",8290,0.14475271411338964,0.8552472858866104,-0.10804259813249907,0.0012658043439700368,0.000922319676780854,1.108042598132499,-0.0012658043439700368,-0.000922319676780854
6-9m,"(-160, -140]",6316,0.10037998733375554,0.8996200126662445,0.0922365761306491,0.0016403741210187352,0.0005630630507187297,0.9077634238693509,-0.0016403741210187352,-0.0005630630507187297
6-9m,"(140, 160]",5884,0.8584296397008837,0.1415703602991163,0.8270443154464475,0.000991931885672077,-0.0002594808253493467,0.17295568455355248,-0.000991931885672077,0.0002594808253493467
6-9m,"(-180, -160]",5542,0.0833634067123782,0.9166365932876218,0.3283756536155321,0.0012321069819062678,-7.93481781072615e-05,0.6716243463844679,-0.0012321069819062678,7.93481781072615e-05
6-9m,"(160, 180]",4712,0.8830645161290323,0.11693548387096775,0.4620410083676785,0.0023798212125359804,3.9615291097549934e-05,0.5379589916323215,-0.0023798212125359804,-3.9615291097549934e-05
6-9m,"(-200, -180]",4096,0.06298828125,0.93701171875,-0.29559973021673336,-0.0012597848150862636,0.00026888138844844344,1.2955997302167335,0.0012597848150862636,-0.00026888138844844344
6-9m,"(180, 200]",3784,0.906183932346723,0.09381606765327699,1.3433386057675476,-0.0018428938814217814,-0.0001979527954128436,-0.3433386057675476,0.0018428938814217814,0.0001979527954128436
6-9m,"(-220, -200]",3362,0.08387864366448543,0.9161213563355146,-0.22435045711585946,-0.00019101014975904732,0.0006016108241679579,1.2243504571158594,0.00019101014975904732,-0.0006016108241679579
6-9m,"(-240, -220]",3182,0.1021370207416719,0.8978629792583281,-0.2542919591260849,-0.00033691726925367616,0.0006276463576833547,1.2542919591260848,0.00033691726925367616,-0.0006276463576833547
6-9m,"(200, 220]",2808,0.9401709401709402,0.05982905982905984,1.1728081470293514,-0.0007194969777895794,-0.00018642232086994162,-0.17280814702935143,0.0007194969777895794,0.00018642232086994162
6-9m,"(-260, -240]",2566,0.11067809820732658,0.8893219017926735,0.056773071088351654,0.0007183674274377831,0.0005242937040980792,0.9432269289116484,-0.0007183674274377831,-0.0005242937040980792
6-9m,"(220, 240]",2194,0.9494074749316317,0.05059252506836831,1.426673661041507,-0.002572149410755377,0.00025492765125880975,-0.42667366104150695,0.002572149410755377,-0.00025492765125880975
6-9m,"(240, 260]",1848,0.9491341991341992,0.050865800865800836,0.41904234268945895,0.0017100292735168835,0.00023662263490736358,0.580957657310541,-0.0017100292735168835,-0.00023662263490736358
6-9m,"(-280, -260]",1817,0.06769400110071547,0.9323059988992846,-0.7055819818514167,-0.0015373709320267324,0.0008063598745858323,1.7055819818514166,0.0015373709320267324,-0.0008063598745858323
6-9m,"(-300, -280]",1510,0.0728476821192053,0.9271523178807947,0.021684907993281894,0.0011502760300897282,0.0008757625969478055,0.9783150920067181,-0.0011502760300897282,-0.0008757625969478055
6-9m,"(260, 280]",1353,0.9630450849963045,0.03695491500369552,1.4103985178343126,-0.0006055763757887605,-0.0006449742415391489,-0.4103985178343126,0.0006055763757887605,0.0006449742415391489
6-9m,"(-320, -300]",1268,0.1056782334384858,0.8943217665615142,-0.460840805683021,-0.0007365546713808001,0.000761622565795522,1.4608408056830209,0.0007365546713808001,-0.000761622565795522
6-9m,"(280, 300]",1225,0.9640816326530612,0.03591836734693876,0.9585991244028412,0.0005799609548057888,-0.00036672323622133026,0.04140087559715877,-0.0005799609548057888,0.00036672323622133026
6-9m,"(300, 320]",1070,0.9906542056074766,0.009345794392523366,0.8093356221841951,0.0010107096242731942,-0.0002908080817755791,0.19066437781580492,-0.0010107096242731942,0.0002908080817755791
